2026-05-26 21:22:44,259 | root | INFO | Afegint: '0195153448'
2026-05-26 21:22:44,368 | root | INFO | Afegint: '0425125467'
2026-05-26 21:22:44,368 | root | INFO | Afegint: '0451128370'
2026-05-26 21:22:44,368 | root | INFO | Afegint: '0451170385'
2026-05-26 21:22:44,368 | root | INFO | Afegint: '0425151875'
2026-05-26 21:22:44,368 | root | INFO | Afegint: '0312991460'
2026-05-26 21:22:44,369 | root | INFO | Afegint: '006016848X'
2026-05-26 21:22:44,369 | root | INFO | Afegint: '0671727583'
2026-05-26 21:22:44,369 | root | INFO | Afegint: '0893754005'
2026-05-26 21:22:44,369 | root | INFO | Afegint: '0515133302'
2026-05-26 21:22:44,369 | root | INFO | Afegint: '0451198948'
2026-05-26 21:22:44,369 | root | INFO | Afegint: '0684804018'
2026-05-26 21:22:44,369 | root | INFO | Afegint: '0446520659'
2026-05-26 21:22:44,369 | root | INFO | Afegint: '0060191872'
2026-05-26 21:22:44,369 | root | INFO | Afegint: '0425173534'
2026-05-26 21:22:44,369 | root | INFO | Afegint: '042510107X'
2026-05-26 21:22:44,369 | root | INFO | Afegint: '043936213X'
2026-05-26 21:22:44,370 | root | INFO | Afegint: '0316184152'
2026-05-26 21:22:44,370 | root | INFO | Afegint: '055357258X'
2026-05-26 21:22:44,370 | root | INFO | Afegint: '0688177859'
2026-05-26 21:22:44,370 | root | INFO | Afegint: '0553211439'
2026-05-26 21:22:44,370 | root | INFO | Afegint: '8420646113'
2026-05-26 21:22:44,370 | root | INFO | Afegint: '0553573136'
2026-05-26 21:22:44,370 | root | INFO | Afegint: '0060505885'
2026-05-26 21:22:44,370 | root | INFO | Afegint: '0679879242'
2026-05-26 21:22:44,370 | root | INFO | Afegint: '0451184734'
2026-05-26 21:22:44,371 | root | INFO | Afegint: '0671568183'
2026-05-26 21:22:44,371 | root | INFO | Afegint: '0446603716'
2026-05-26 21:22:44,371 | root | INFO | Afegint: '0440193613'
2026-05-26 21:22:44,371 | root | INFO | Afegint: '0061094404'
2026-05-26 21:22:44,371 | root | INFO | Afegint: '0743460529'
2026-05-26 21:22:44,371 | root | INFO | Afegint: '0373825013'
2026-05-26 21:22:44,371 | root | INFO | Afegint: '0373825021'
2026-05-26 21:22:44,371 | root | INFO | Afegint: '0671741209'
2026-05-26 21:22:44,371 | root | INFO | Afegint: '038550120X'
2026-05-26 21:22:44,371 | root | INFO | Afegint: '0064404773'
2026-05-26 21:22:44,371 | root | INFO | Afegint: '0061091464'
2026-05-26 21:22:44,371 | root | INFO | Afegint: '0671015311'
2026-05-26 21:22:44,371 | root | INFO | Afegint: '0312151144'
2026-05-26 21:22:44,372 | root | INFO | Afegint: '014230218X'
2026-05-26 21:22:44,372 | root | INFO | Afegint: '0312863934'
2026-05-26 21:22:44,372 | root | INFO | Afegint: '0385502532'
2026-05-26 21:22:44,372 | root | INFO | Afegint: '034543739X'
2026-05-26 21:22:44,372 | root | INFO | Afegint: '0553268937'
2026-05-26 21:22:44,372 | root | INFO | Afegint: '0060192704'
2026-05-26 21:22:44,372 | root | INFO | Afegint: '0553263226'
2026-05-26 21:22:44,372 | root | INFO | Afegint: '0020442203'
2026-05-26 21:22:44,373 | root | INFO | Afegint: '0671868691'
2026-05-26 21:22:44,373 | root | INFO | Afegint: '0316289124'
2026-05-26 21:22:44,373 | root | INFO | Afegint: '0440222842'
2026-05-26 21:22:44,373 | root | INFO | Afegint: '3548359698'
2026-05-26 21:22:44,373 | root | INFO | Afegint: '8476021844'
2026-05-26 21:22:44,373 | root | INFO | Afegint: '042518109X'
2026-05-26 21:22:44,373 | root | INFO | Afegint: '0679433740'
2026-05-26 21:22:44,373 | root | INFO | Afegint: '0375703063'
2026-05-26 21:22:44,373 | root | INFO | Afegint: '0553351672'
2026-05-26 21:22:44,373 | root | INFO | Afegint: '2070404722'
2026-05-26 21:22:44,373 | root | INFO | Afegint: '0679736042'
2026-05-26 21:22:44,373 | root | INFO | Afegint: '0156005891'
2026-05-26 21:22:44,374 | root | INFO | Afegint: '076790592X'
2026-05-26 21:22:44,374 | root | INFO | Afegint: '0446602736'
2026-05-26 21:22:44,374 | root | INFO | Afegint: '0446360589'
2026-05-26 21:22:44,374 | root | INFO | Afegint: '0446802204'
2026-05-26 21:22:44,374 | root | INFO | Afegint: '0786889667'
2026-05-26 21:22:44,374 | root | INFO | Afegint: '044023574X'
2026-05-26 21:22:44,374 | root | INFO | Afegint: '2070408450'
2026-05-26 21:22:44,374 | root | INFO | Afegint: '9871138016'
2026-05-26 21:22:44,374 | root | INFO | Afegint: '0553580221'
2026-05-26 21:22:44,374 | root | INFO | Afegint: '0399139087'
2026-05-26 21:22:44,375 | root | INFO | Afegint: '0064471047'
2026-05-26 21:22:44,375 | root | INFO | Afegint: '2842190009'
2026-05-26 21:22:44,375 | root | INFO | Afegint: '0312958129'
2026-05-26 21:22:44,375 | root | INFO | Afegint: '0590477331'
2026-05-26 21:22:44,375 | root | INFO | Afegint: '0345368754'
2026-05-26 21:22:44,375 | root | INFO | Afegint: '0553213164'
2026-05-26 21:22:44,375 | root | INFO | Afegint: '0553213180'
2026-05-26 21:22:44,375 | root | INFO | Afegint: '014032724X'
2026-05-26 21:22:44,375 | root | INFO | Afegint: '0446518581'
2026-05-26 21:22:44,375 | root | INFO | Afegint: '0380712040'
2026-05-26 21:22:44,375 | root | INFO | Afegint: '0375756981'
2026-05-26 21:22:44,375 | root | INFO | Afegint: '0898794080'
2026-05-26 21:22:44,376 | root | INFO | Afegint: '0425137937'
2026-05-26 21:22:44,376 | root | INFO | Afegint: '0440111323'
2026-05-26 21:22:44,376 | root | INFO | Afegint: '0440122147'
2026-05-26 21:22:44,376 | root | INFO | Afegint: '0440157587'
2026-05-26 21:22:44,376 | root | INFO | Afegint: '0684195488'
2026-05-26 21:22:44,376 | root | INFO | Afegint: '0689817851'
2026-05-26 21:22:44,376 | root | INFO | Afegint: '0679723285'
2026-05-26 21:22:44,376 | root | INFO | Afegint: '0812550773'
2026-05-26 21:22:44,376 | root | INFO | Afegint: '0316171476'
2026-05-26 21:22:44,376 | root | INFO | Afegint: '0061031550'
2026-05-26 21:22:44,376 | root | INFO | Afegint: '0451169522'
2026-05-26 21:22:44,377 | root | INFO | Afegint: '3453171861'
2026-05-26 21:22:44,377 | root | INFO | Afegint: '039480967X'
2026-05-26 21:22:44,377 | root | INFO | Afegint: '0064430227'
2026-05-26 21:22:44,377 | root | INFO | Afegint: '0920236162'
2026-05-26 21:22:44,377 | root | INFO | Afegint: '1551669021'
2026-05-26 21:22:44,377 | root | INFO | Afegint: '0140179836'
2026-05-26 21:22:44,377 | root | INFO | Afegint: '0553580906'
2026-05-26 21:22:44,377 | root | INFO | Afegint: '044022103X'
2026-05-26 21:22:44,377 | root | INFO | Afegint: '0553581554'
2026-05-26 21:22:44,377 | root | INFO | Afegint: '0451203593'
2026-05-26 21:22:44,378 | root | INFO | Afegint: '0590483447'
2026-05-26 21:22:44,378 | root | INFO | Afegint: '0451137965'
2026-05-26 21:22:44,378 | root | INFO | Afegint: '0425128164'
2026-05-26 21:22:44,378 | root | INFO | Afegint: '0425107469'
2026-05-26 21:22:44,378 | root | INFO | Afegint: '0451162145'
2026-05-26 21:22:44,378 | root | INFO | Afegint: '044018293X'
2026-05-26 21:22:44,378 | root | INFO | Afegint: '0590568817'
2026-05-26 21:22:44,378 | root | INFO | Afegint: '0553573616'
2026-05-26 21:22:44,378 | root | INFO | Afegint: '0515129941'
2026-05-26 21:22:44,378 | root | INFO | Afegint: '052594544X'
2026-05-26 21:22:44,378 | root | INFO | Afegint: '9726101794'
2026-05-26 21:22:44,379 | root | INFO | Afegint: '0786861347'
2026-05-26 21:22:44,379 | root | INFO | Afegint: '0553580191'
2026-05-26 21:22:44,379 | root | INFO | Afegint: '0064400859'
2026-05-26 21:22:44,379 | root | INFO | Afegint: '0590846280'
2026-05-26 21:22:44,379 | root | INFO | Afegint: '0345379365'
2026-05-26 21:22:44,379 | root | INFO | Afegint: '0451172817'
2026-05-26 21:22:44,379 | root | INFO | Afegint: '0671886665'
2026-05-26 21:22:44,379 | root | INFO | Afegint: '0767915062'
2026-05-26 21:22:44,379 | root | INFO | Afegint: '0312981589'
2026-05-26 21:22:44,379 | root | INFO | Afegint: '0060958014'
2026-05-26 21:22:44,379 | root | INFO | Afegint: '3426615355'
2026-05-26 21:22:44,380 | root | INFO | Afegint: '0449213013'
2026-05-26 21:22:44,380 | root | INFO | Afegint: '0887621112'
2026-05-26 21:22:44,380 | root | INFO | Afegint: '0671876821'
2026-05-26 21:22:44,380 | root | INFO | Afegint: '067172262X'
2026-05-26 21:22:44,380 | root | INFO | Afegint: '086611954X'
2026-05-26 21:22:44,380 | root | INFO | Afegint: '0425145638'
2026-05-26 21:22:44,380 | root | INFO | Afegint: '0553260960'
2026-05-26 21:22:44,380 | root | INFO | Afegint: '0807508527'
2026-05-26 21:22:44,380 | root | INFO | Afegint: '037582233X'
2026-05-26 21:22:44,380 | root | INFO | Afegint: '0671011367'
2026-05-26 21:22:44,381 | root | INFO | Afegint: '055358068X'
2026-05-26 21:22:44,381 | root | INFO | Afegint: '2253137243'
2026-05-26 21:22:44,381 | root | INFO | Afegint: '0786866845'
2026-05-26 21:22:44,381 | root | INFO | Afegint: '0060391626'
2026-05-26 21:22:44,381 | root | INFO | Afegint: '0312253435'
2026-05-26 21:22:44,381 | root | INFO | Afegint: '0446519790'
2026-05-26 21:22:44,381 | root | INFO | Afegint: '044011585X'
2026-05-26 21:22:44,381 | root | INFO | Afegint: '0060393823'
2026-05-26 21:22:44,381 | root | INFO | Afegint: '0743203631'
2026-05-26 21:22:44,382 | root | INFO | Afegint: '0671750402'
2026-05-26 21:22:44,382 | root | INFO | Afegint: '0451206460'
2026-05-26 21:22:44,382 | root | INFO | Afegint: '0448060043'
2026-05-26 21:22:44,382 | root | INFO | Afegint: '0515136557'
2026-05-26 21:22:44,382 | root | INFO | Afegint: '0449204324'
2026-05-26 21:22:44,382 | root | INFO | Afegint: '3257227264'
2026-05-26 21:22:44,382 | root | INFO | Afegint: '3423201509'
2026-05-26 21:22:44,382 | root | INFO | Afegint: '0020198906'
2026-05-26 21:22:44,382 | root | INFO | Afegint: '0440236878'
2026-05-26 21:22:44,382 | root | INFO | Afegint: '0316287555'
2026-05-26 21:22:44,382 | root | INFO | Afegint: '0141307129'
2026-05-26 21:22:44,383 | root | INFO | Afegint: '0515132136'
2026-05-26 21:22:44,383 | root | INFO | Afegint: '0671690558'
2026-05-26 21:22:44,383 | root | INFO | Afegint: '0451173392'
2026-05-26 21:22:44,383 | root | INFO | Afegint: '0380782332'
2026-05-26 21:22:44,383 | root | INFO | Afegint: '0440406404'
2026-05-26 21:22:44,383 | root | INFO | Afegint: '0425177351'
2026-05-26 21:22:44,383 | root | INFO | Afegint: '0312974256'
2026-05-26 21:22:44,383 | root | INFO | Afegint: '0449222470'
2026-05-26 21:22:44,383 | root | INFO | Afegint: '0679425268'
2026-05-26 21:22:44,383 | root | INFO | Afegint: '0515128546'
2026-05-26 21:22:44,383 | root | INFO | Afegint: '0515114006'
2026-05-26 21:22:44,383 | root | INFO | Afegint: '0312875681'
2026-05-26 21:22:44,383 | root | INFO | Afegint: '0670880728'
2026-05-26 21:22:44,384 | root | INFO | Afegint: '0385472943'
2026-05-26 21:22:44,384 | root | INFO | Afegint: '0345422317'
2026-05-26 21:22:44,384 | root | INFO | Afegint: '0440173922'
2026-05-26 21:22:44,384 | root | INFO | Afegint: '0373225628'
2026-05-26 21:22:44,384 | root | INFO | Afegint: '037322558X'
2026-05-26 21:22:44,384 | root | INFO | Afegint: '0373224613'
2026-05-26 21:22:44,384 | root | INFO | Afegint: '0373226772'
2026-05-26 21:22:44,384 | root | INFO | Afegint: '0373226144'
2026-05-26 21:22:44,384 | root | INFO | Afegint: '0373225806'
2026-05-26 21:22:44,384 | root | INFO | Afegint: '0446520802'
2026-05-26 21:22:44,384 | root | INFO | Afegint: '0440206146'
2026-05-26 21:22:44,384 | root | INFO | Afegint: '0060392436'
2026-05-26 21:22:44,385 | root | INFO | Afegint: '8401463017'
2026-05-26 21:22:44,385 | root | INFO | Afegint: '0449200256'
2026-05-26 21:22:44,385 | root | INFO | Afegint: '0515123536'
2026-05-26 21:22:44,385 | root | INFO | Afegint: '0425092917'
2026-05-26 21:22:44,385 | root | INFO | Afegint: '0451160525'
2026-05-26 21:22:44,385 | root | INFO | Afegint: '0440201705'
2026-05-26 21:22:44,385 | root | INFO | Afegint: '0553297422'
2026-05-26 21:22:44,385 | root | INFO | Afegint: '0449217264'
2026-05-26 21:22:44,385 | root | INFO | Afegint: '1558745157'
2026-05-26 21:22:44,385 | root | INFO | Afegint: '0615116426'
2026-05-26 21:22:44,386 | root | INFO | Afegint: '0312955006'
2026-05-26 21:22:44,386 | root | INFO | Afegint: '0061057894'
2026-05-26 21:22:44,386 | root | INFO | Afegint: '0446675059'
2026-05-26 21:22:44,386 | root | INFO | Afegint: '0375411550'
2026-05-26 21:22:44,386 | root | INFO | Afegint: '0452284937'
2026-05-26 21:22:44,386 | root | INFO | Afegint: '0865472807'
2026-05-26 21:22:44,386 | root | INFO | Afegint: '0345460359'
2026-05-26 21:22:44,386 | root | INFO | Afegint: '0064400018'
2026-05-26 21:22:44,386 | root | INFO | Afegint: '0345285859'
2026-05-26 21:22:44,386 | root | INFO | Afegint: '059050214X'
2026-05-26 21:22:44,387 | root | INFO | Afegint: '0440430712'
2026-05-26 21:22:44,387 | root | INFO | Afegint: '0380750260'
2026-05-26 21:22:44,387 | root | INFO | Afegint: '0345404769'
2026-05-26 21:22:44,387 | root | INFO | Afegint: '0448095017'
2026-05-26 21:22:44,387 | root | INFO | Afegint: '1558745017'
2026-05-26 21:22:44,387 | root | INFO | Afegint: '0440221099'
2026-05-26 21:22:44,387 | root | INFO | Afegint: '0385319207'
2026-05-26 21:22:44,387 | root | INFO | Afegint: '0449907635'
2026-05-26 21:22:44,387 | root | INFO | Afegint: '0425163407'
2026-05-26 21:22:44,387 | root | INFO | Afegint: '0812531353'
2026-05-26 21:22:44,387 | root | INFO | Afegint: '0812542835'
2026-05-26 21:22:44,387 | root | INFO | Afegint: '0553575937'
2026-05-26 21:22:44,387 | root | INFO | Afegint: '0743410181'
2026-05-26 21:22:44,387 | root | INFO | Afegint: '0671502522'
2026-05-26 21:22:44,388 | root | INFO | Afegint: '0671744623'
2026-05-26 21:22:44,388 | root | INFO | Afegint: '0061044636'
2026-05-26 21:22:44,388 | root | INFO | Afegint: '0061053473'
2026-05-26 21:22:44,388 | root | INFO | Afegint: '1853260339'
2026-05-26 21:22:44,388 | root | INFO | Afegint: '0515131679'
2026-05-26 21:22:44,388 | root | INFO | Afegint: '0451210611'
2026-05-26 21:22:44,388 | root | INFO | Afegint: '1550544683'
2026-05-26 21:22:44,388 | root | INFO | Afegint: '0141301104'
2026-05-26 21:22:44,388 | root | INFO | Afegint: '0671873202'
2026-05-26 21:22:44,389 | root | INFO | Afegint: '0671534734'
2026-05-26 21:22:44,389 | root | INFO | Afegint: '0590436481'
2026-05-26 21:22:44,389 | root | INFO | Afegint: '0440224780'
2026-05-26 21:22:44,389 | root | INFO | Afegint: '0590483404'
2026-05-26 21:22:44,389 | root | INFO | Afegint: '0590453653'
2026-05-26 21:22:44,389 | root | INFO | Afegint: '059056885X'
2026-05-26 21:22:44,389 | root | INFO | Afegint: '0385239165'
2026-05-26 21:22:44,389 | root | INFO | Afegint: '0804115761'
2026-05-26 21:22:44,389 | root | INFO | Afegint: '0316152196'
2026-05-26 21:22:44,389 | root | INFO | Afegint: '0449219399'
2026-05-26 21:22:44,390 | root | INFO | Afegint: '0345388879'
2026-05-26 21:22:44,390 | root | INFO | Afegint: '1573227889'
2026-05-26 21:22:44,390 | root | INFO | Afegint: '0373240007'
2026-05-26 21:22:44,390 | root | INFO | Afegint: '0553285920'
2026-05-26 21:22:44,390 | root | INFO | Afegint: '0345430514'
2026-05-26 21:22:44,390 | root | INFO | Afegint: '0439132266'
2026-05-26 21:22:44,390 | root | INFO | Afegint: '0671867091'
2026-05-26 21:22:44,390 | root | INFO | Afegint: '0425147517'
2026-05-26 21:22:44,390 | root | INFO | Afegint: '0345386108'
2026-05-26 21:22:44,390 | root | INFO | Afegint: '0886775981'
2026-05-26 21:22:44,390 | root | INFO | Afegint: '0515130044'
2026-05-26 21:22:44,390 | root | INFO | Afegint: '0446608009'
2026-05-26 21:22:44,391 | root | INFO | Afegint: '0618093974'
2026-05-26 21:22:44,391 | root | INFO | Afegint: '0812967224'
2026-05-26 21:22:44,391 | root | INFO | Afegint: '0679435549'
2026-05-26 21:22:44,391 | root | INFO | Afegint: '0671000314'
2026-05-26 21:22:44,391 | root | INFO | Afegint: '0670879835'
2026-05-26 21:22:44,391 | root | INFO | Afegint: '0375507876'
2026-05-26 21:22:44,391 | root | INFO | Afegint: '0811808424'
2026-05-26 21:22:44,391 | root | INFO | Afegint: '0515136565'
2026-05-26 21:22:44,391 | root | INFO | Afegint: '0553582364'
2026-05-26 21:22:44,392 | root | INFO | Afegint: '0515101486'
2026-05-26 21:22:44,392 | root | INFO | Afegint: '8440630794'
2026-05-26 21:22:44,392 | root | INFO | Afegint: '0743431014'
2026-05-26 21:22:44,392 | root | INFO | Afegint: '0451203771'
2026-05-26 21:22:44,392 | root | INFO | Afegint: '0553210793'
2026-05-26 21:22:44,392 | root | INFO | Afegint: '0786867647'
2026-05-26 21:22:44,392 | root | INFO | Afegint: '0425097722'
2026-05-26 21:22:44,392 | root | INFO | Afegint: '0671702513'
2026-05-26 21:22:44,392 | root | INFO | Afegint: '0446525774'
2026-05-26 21:22:44,393 | root | INFO | Afegint: '006440630X'
2026-05-26 21:22:44,393 | root | INFO | Afegint: '0440208130'
2026-05-26 21:22:44,393 | root | INFO | Afegint: '0142001821'
2026-05-26 21:22:44,393 | root | INFO | Afegint: '0345435648'
2026-05-26 21:22:44,393 | root | INFO | Afegint: '0440221501'
2026-05-26 21:22:44,393 | root | INFO | Afegint: '0440176484'
2026-05-26 21:22:44,393 | root | INFO | Afegint: '0590448307'
2026-05-26 21:22:44,393 | root | INFO | Afegint: '0590424955'
2026-05-26 21:22:44,393 | root | INFO | Afegint: '0590436457'
2026-05-26 21:22:44,393 | root | INFO | Afegint: '0670894184'
2026-05-26 21:22:44,393 | root | INFO | Afegint: '0440236053'
2026-05-26 21:22:44,393 | root | INFO | Afegint: '0440216818'
2026-05-26 21:22:44,394 | root | INFO | Afegint: '0446526126'
2026-05-26 21:22:44,394 | root | INFO | Afegint: '0385319568'
2026-05-26 21:22:44,394 | root | INFO | Afegint: '0671709569'
2026-05-26 21:22:44,394 | root | INFO | Afegint: '038542017X'
2026-05-26 21:22:44,394 | root | INFO | Afegint: '0671556843'
2026-05-26 21:22:44,394 | root | INFO | Afegint: '0553571591'
2026-05-26 21:22:44,394 | root | INFO | Afegint: '0671010085'
2026-05-26 21:22:44,394 | root | INFO | Afegint: '0671010093'
2026-05-26 21:22:44,394 | root | INFO | Afegint: '0446350109'
2026-05-26 21:22:44,394 | root | INFO | Afegint: '0671721623'
2026-05-26 21:22:44,394 | root | INFO | Afegint: '059049418X'
2026-05-26 21:22:44,394 | root | INFO | Afegint: '0060163704'
2026-05-26 21:22:44,395 | root | INFO | Afegint: '3499101505'
2026-05-26 21:22:44,395 | root | INFO | Afegint: '0590453696'
2026-05-26 21:22:44,395 | root | INFO | Afegint: '0590477382'
2026-05-26 21:22:44,395 | root | INFO | Afegint: '0590466186'
2026-05-26 21:22:44,395 | root | INFO | Afegint: '0812511840'
2026-05-26 21:22:44,395 | root | INFO | Afegint: '0515109509'
2026-05-26 21:22:44,395 | root | INFO | Afegint: '1888363576'
2026-05-26 21:22:44,396 | root | INFO | Afegint: '0449208281'
2026-05-26 21:22:44,396 | root | INFO | Afegint: '0525945784'
2026-05-26 21:22:44,396 | root | INFO | Afegint: '0345318854'
2026-05-26 21:22:44,396 | root | INFO | Afegint: '0061097101'
2026-05-26 21:22:44,396 | root | INFO | Afegint: '2266104535'
2026-05-26 21:22:44,396 | root | INFO | Afegint: '0312979533'
2026-05-26 21:22:44,396 | root | INFO | Afegint: '0679879250'
2026-05-26 21:22:44,396 | root | INFO | Afegint: '0060951303'
2026-05-26 21:22:44,396 | root | INFO | Afegint: '0425155404'
2026-05-26 21:22:44,396 | root | INFO | Afegint: '0671535552'
2026-05-26 21:22:44,396 | root | INFO | Afegint: '0618002243'
2026-05-26 21:22:44,396 | root | INFO | Afegint: '0618002235'
2026-05-26 21:22:44,397 | root | INFO | Afegint: '0618002227'
2026-05-26 21:22:44,397 | root | INFO | Afegint: '006447108X'
2026-05-26 21:22:44,397 | root | INFO | Afegint: '0373106939'
2026-05-26 21:22:44,397 | root | INFO | Afegint: '0449206610'
2026-05-26 21:22:44,397 | root | INFO | Afegint: '067187098X'
2026-05-26 21:22:44,397 | root | INFO | Afegint: '0786889322'
2026-05-26 21:22:44,397 | root | INFO | Afegint: '1400030382'
2026-05-26 21:22:44,398 | root | INFO | Afegint: '3548208975'
2026-05-26 21:22:44,398 | root | INFO | Afegint: '3379015180'
2026-05-26 21:22:44,398 | root | INFO | Afegint: '0440343690'
2026-05-26 21:22:44,398 | root | INFO | Afegint: '0679768203'
2026-05-26 21:22:44,399 | root | INFO | Afegint: '0590603884'
2026-05-26 21:22:44,401 | root | INFO | Afegint: '0688170528'
2026-05-26 21:22:44,401 | root | INFO | Afegint: '0743225082'
2026-05-26 21:22:44,401 | root | INFO | Afegint: '0440212308'
2026-05-26 21:22:44,401 | root | INFO | Afegint: '0394589955'
2026-05-26 21:22:44,402 | root | INFO | Afegint: '1551660717'
2026-05-26 21:22:44,402 | root | INFO | Afegint: '0374480095'
2026-05-26 21:22:44,402 | root | INFO | Afegint: '3596237874'
2026-05-26 21:22:44,402 | root | INFO | Afegint: '0140361219'
2026-05-26 21:22:44,403 | root | INFO | Afegint: '0671469975'
2026-05-26 21:22:44,403 | root | INFO | Afegint: '0064406601'
2026-05-26 21:22:44,404 | root | INFO | Afegint: '0446609404'
2026-05-26 21:22:44,404 | root | INFO | Afegint: '0312983301'
2026-05-26 21:22:44,404 | root | INFO | Afegint: '0804119538'
2026-05-26 21:22:44,404 | root | INFO | Afegint: '0590436465'
2026-05-26 21:22:44,405 | root | INFO | Afegint: '0590944711'
2026-05-26 21:22:44,405 | root | INFO | Afegint: '0590673130'
2026-05-26 21:22:44,405 | root | INFO | Afegint: '0671649469'
2026-05-26 21:22:44,405 | root | INFO | Afegint: '0671443283'
2026-05-26 21:22:44,405 | root | INFO | Afegint: '0671729438'
2026-05-26 21:22:44,405 | root | INFO | Afegint: '0380718758'
2026-05-26 21:22:44,405 | root | INFO | Afegint: '067172939X'
2026-05-26 21:22:44,405 | root | INFO | Afegint: '0375708049'
2026-05-26 21:22:44,406 | root | INFO | Afegint: '9722100718'
2026-05-26 21:22:44,406 | root | INFO | Afegint: '0028604199'
2026-05-26 21:22:44,406 | root | INFO | Afegint: '0671026682'
2026-05-26 21:22:44,406 | root | INFO | Afegint: '0684846608'
2026-05-26 21:22:44,406 | root | INFO | Afegint: '0843949090'
2026-05-26 21:22:44,406 | root | INFO | Afegint: '0684834731'
2026-05-26 21:22:44,407 | root | INFO | Afegint: '0140167153'
2026-05-26 21:22:44,407 | root | INFO | Afegint: '0515123447'
2026-05-26 21:22:44,407 | root | INFO | Afegint: '0674766911'
2026-05-26 21:22:44,407 | root | INFO | Afegint: '0425185001'
2026-05-26 21:22:44,407 | root | INFO | Afegint: '0743206061'
2026-05-26 21:22:44,408 | root | INFO | Afegint: '3453137442'
2026-05-26 21:22:44,408 | root | INFO | Afegint: '0439288886'
2026-05-26 21:22:44,408 | root | INFO | Afegint: '0440214114'
2026-05-26 21:22:44,408 | root | INFO | Afegint: '1576739562'
2026-05-26 21:22:44,409 | root | INFO | Afegint: '0553106333'
2026-05-26 21:22:44,409 | root | INFO | Afegint: '0425168298'
2026-05-26 21:22:44,409 | root | INFO | Afegint: '0721406270'
2026-05-26 21:22:44,409 | root | INFO | Afegint: '0140003185'
2026-05-26 21:22:44,409 | root | INFO | Afegint: '0439104645'
2026-05-26 21:22:44,410 | root | INFO | Afegint: '0345370139'
2026-05-26 21:22:44,410 | root | INFO | Afegint: '0440207428'
2026-05-26 21:22:44,410 | root | INFO | Afegint: '0553574566'
2026-05-26 21:22:44,410 | root | INFO | Afegint: '0553347756'
2026-05-26 21:22:44,410 | root | INFO | Afegint: '0515110396'
2026-05-26 21:22:44,410 | root | INFO | Afegint: '0385414587'
2026-05-26 21:22:44,410 | root | INFO | Afegint: '0385729332'
2026-05-26 21:22:44,410 | root | INFO | Afegint: '0345428919'
2026-05-26 21:22:44,410 | root | INFO | Afegint: '0425115291'
2026-05-26 21:22:44,410 | root | INFO | Afegint: '0425146413'
2026-05-26 21:22:44,411 | root | INFO | Afegint: '0440225825'
2026-05-26 21:22:44,411 | root | INFO | Afegint: '0449243583'
2026-05-26 21:22:44,411 | root | INFO | Afegint: '0446600768'
2026-05-26 21:22:44,411 | root | INFO | Afegint: '0804103658'
2026-05-26 21:22:44,411 | root | INFO | Afegint: '155166884X'
2026-05-26 21:22:44,411 | root | INFO | Afegint: '8475251471'
2026-05-26 21:22:44,411 | root | INFO | Afegint: '0399146725'
2026-05-26 21:22:44,412 | root | INFO | Afegint: '1400001625'
2026-05-26 21:22:44,412 | root | INFO | Afegint: '0679457526'
2026-05-26 21:22:44,412 | root | INFO | Afegint: '0446610550'
2026-05-26 21:22:44,412 | root | INFO | Afegint: '0886776783'
2026-05-26 21:22:44,412 | root | INFO | Afegint: '0812553861'
2026-05-26 21:22:44,412 | root | INFO | Afegint: '881715010X'
2026-05-26 21:22:44,412 | root | INFO | Afegint: '0671534718'
2026-05-26 21:22:44,413 | root | INFO | Afegint: '0590568795'
2026-05-26 21:22:44,413 | root | INFO | Afegint: '0590568825'
2026-05-26 21:22:44,413 | root | INFO | Afegint: '0590568744'
2026-05-26 21:22:44,413 | root | INFO | Afegint: '0590483455'
2026-05-26 21:22:44,413 | root | INFO | Afegint: '0590568752'
2026-05-26 21:22:44,413 | root | INFO | Afegint: '0590568760'
2026-05-26 21:22:44,413 | root | INFO | Afegint: '0590494503'
2026-05-26 21:22:44,413 | root | INFO | Afegint: '0590483501'
2026-05-26 21:22:44,413 | root | INFO | Afegint: '0345453409'
2026-05-26 21:22:44,413 | root | INFO | Afegint: '0964631601'
2026-05-26 21:22:44,414 | root | INFO | Afegint: '0399140751'
2026-05-26 21:22:44,414 | root | INFO | Afegint: '0060195460'
2026-05-26 21:22:44,414 | root | INFO | Afegint: '0380727293'
2026-05-26 21:22:44,414 | root | INFO | Afegint: '0553561375'
2026-05-26 21:22:44,414 | root | INFO | Afegint: '0060196300'
2026-05-26 21:22:44,415 | root | INFO | Afegint: '0684195984'
2026-05-26 21:22:44,415 | root | INFO | Afegint: '0399141464'
2026-05-26 21:22:44,415 | root | INFO | Afegint: '0786866195'
2026-05-26 21:22:44,415 | root | INFO | Afegint: '0449209733'
2026-05-26 21:22:44,415 | root | INFO | Afegint: '0060973323'
2026-05-26 21:22:44,415 | root | INFO | Afegint: '0373195818'
2026-05-26 21:22:44,416 | root | INFO | Afegint: '0440164842'
2026-05-26 21:22:44,416 | root | INFO | Afegint: '0451204301'
2026-05-26 21:22:44,416 | root | INFO | Afegint: '3404921178'
2026-05-26 21:22:44,416 | root | INFO | Afegint: '0312961006'
2026-05-26 21:22:44,416 | root | INFO | Afegint: '0446523089'
2026-05-26 21:22:44,416 | root | INFO | Afegint: '0552996181'
2026-05-26 21:22:44,416 | root | INFO | Afegint: '3492238882'
